collected_at,sido,hpid,dutyName,symBlkMsgTyp,symTypCod,symTypCodMag,symBlkMsg,symBlkSttDtm,symBlkEndDtm,dutyAddr,emcOrgCod,rnum,symOutDspMth,symOutDspYon,trtPrtCodMag
2026-09-24 04:30:00,서울특별시,A1100013,한양대학교병원,응급,Y000,응급실,피부과 의료진 인력부족으로 피부과 관련 환자 진료불가,20260923220000,20260924080000,서울특별시 성동구 왕십리로 222-1 (사근동),A1100013,59,자동,차단,피부과
2026-09-24 04:30:00,서울특별시,A1100013,한양대학교병원,응급,Y000,응급실,성형외과 의료진 인력부족으로 단순 열상 환자 수용불가(심한 안면부 골절 불가능),20260923220000,20260928080000,서울특별시 성동구 왕십리로 222-1 (사근동),A1100013,60,자동,차단,성형외과
2026-09-24 04:30:00,서울특별시,A1100013,한양대학교병원,응급,Y000,응급실,소아혈액종양내과 의료진 인력부족으로 관련 환자 진료불가,20260921090000,20260928085900,서울특별시 성동구 왕십리로 222-1 (사근동),A1100013,61,자동,차단,소아청소년과
2026-09-24 04:30:00,서울특별시,A1100013,한양대학교병원,응급,Y000,응급실,응급실 인력부족으로 중증외상환자 수용자제,20260921090000,20260928090000,서울특별시 성동구 왕십리로 222-1 (사근동),A1100013,62,자동,차단,응급실
2026-09-24 04:30:00,서울특별시,A1100013,한양대학교병원,응급,Y000,응급실,이비인후과 인력 부족으로 경부심재감염은 전원환자 수용불가,20260921090000,20260928085900,서울특별시 성동구 왕십리로 222-1 (사근동),A1100013,63,자동,차단,이비인후과
2026-09-24 04:30:00,서울특별시,A1100013,한양대학교병원,응급,Y000,응급실,"응급실 인력부족으로 비응급, 경증환자 수용자제",20260921090000,20260928090000,서울특별시 성동구 왕십리로 222-1 (사근동),A1100013,64,자동,차단,응급실
2026-09-24 04:30:00,서울특별시,A1100013,한양대학교병원,응급,Y000,응급실,소아신경분과 의료진 인력부족으로 관련 환자 진료불가,20260921090000,20260928085900,서울특별시 성동구 왕십리로 222-1 (사근동),A1100013,65,자동,차단,소아청소년과
2026-09-24 04:30:00,서울특별시,A1100013,한양대학교병원,응급,Y000,응급실,응급실 인력부족으로 중증외상환자 수용자제,20260921090000,20260928090000,서울특별시 성동구 왕십리로 222-1 (사근동),A1100013,66,자동,차단,응급실
2026-09-24 04:30:00,서울특별시,A1100014,고려대학교의과대학부속구로병원,응급,Y000,응급실,"이비인후과 - 평일 야간, 주말, 공휴일- 응급수술 및 진료, 전원 수용 불가",20260921100000,20260928095900,"서울특별시 구로구 구로동로 148, 고려대부속구로병원 (구로동)",A1100014,67,자동,차단,이비인후과
2026-09-24 04:30:00,서울특별시,A1100016,인제대학교상계백병원,응급,Y000,응급실,[진료제한] 인력 부족으로 사전 문의 요망,20260922000000,20260928235900,"서울특별시 노원구 동일로 1342, 상계백병원 (상계동)",A1100016,68,자동,차단,산부인과
2026-09-24 04:30:00,서울특별시,A1100016,인제대학교상계백병원,응급,Y000,응급실,"환자 수용 가능(평일 09:00~20:00), 두경부 전문 인력 부족으로 진료 제한",20260922000000,20260928235900,"서울특별시 노원구 동일로 1342, 상계백병원 (상계동)",A1100016,69,자동,차단,이비인후과
2026-09-24 04:30:00,서울특별시,A1100016,인제대학교상계백병원,응급,Y000,응급실,"환자 수용 가능(월~목 24시간, 금 08:00 ~ 17:00), 그 외 시간은 진료 제한",20260922000000,20260928235900,"서울특별시 노원구 동일로 1342, 상계백병원 (상계동)",A1100016,70,자동,차단,치과
2026-09-24 04:30:00,서울특별시,A1100016,인제대학교상계백병원,중증,Y0111,산부인과 응급(분만),의료진 부족으로 수용 어려움,20260922000000,20260928235900,"서울특별시 노원구 동일로 1342, 상계백병원 (상계동)",A1100016,71,자동,차단,
2026-09-24 04:30:00,서울특별시,A1100016,인제대학교상계백병원,응급,Y000,응급실,"환자 수용 가능 (주말 10:00 ~ 22:00), 그 외 시간은 진료 제한",20260922000000,20260928235900,"서울특별시 노원구 동일로 1342, 상계백병원 (상계동)",A1100016,72,자동,차단,성형외과
2026-09-24 04:30:00,서울특별시,A1100016,인제대학교상계백병원,중증,Y0112,산부인과 응급(산과수술),의료진 부족으로 수용 어려움,20260922000000,20260928235900,"서울특별시 노원구 동일로 1342, 상계백병원 (상계동)",A1100016,73,자동,차단,
2026-09-24 04:30:00,서울특별시,A1100016,인제대학교상계백병원,응급,Y000,응급실,"환자 수용 가능(평일 08:00 ~ 20:00), 그 외 시간은 진료 제한",20260922000000,20260928235900,"서울특별시 노원구 동일로 1342, 상계백병원 (상계동)",A1100016,74,자동,차단,안과
2026-09-24 04:30:00,서울특별시,A1100016,인제대학교상계백병원,응급,Y000,응급실,[진료제한] 인력 부족으로 사전 문의 요망,20260922000000,20260928235900,"서울특별시 노원구 동일로 1342, 상계백병원 (상계동)",A1100016,75,자동,차단,소아청소년과
2026-09-24 04:30:00,서울특별시,A1100017,서울대학교병원,응급,Y000,응급실,비뇨의학과 : 신환 진료 불가,20260922000000,20260928235900,서울특별시 종로구 대학로 101 (연건동),A1100017,76,자동,차단,비뇨의학과
2026-09-24 04:30:00,서울특별시,A1100020,의료법인한전의료재단 한일병원,응급,Y000,응급실,18세 미만 단순 외상 제외한 환자 수용 불가,20260923000000,20260930235900,"서울특별시 도봉구 우이천로 308, 한일병원 (쌍문동)",A1100020,77,자동,차단,소아청소년과
2026-09-24 04:30:00,서울특별시,A1100021,삼육서울병원,응급,Y000,응급실,일-금 9-22시 까지 진료 가능. 토요일 진료 불가. 본원 안과 수술 환자는 진료 가능,20260922090000,20260929235900,서울특별시 동대문구 망우로 82 (휘경동),A1100021,78,자동,차단,안과
2026-09-24 04:30:00,서울특별시,A1100021,삼육서울병원,응급,Y000,응급실,"일과시간(일-목 9~17, 금9~12)이후 본원 치료중인 환자 이외 소아청소년과 입원불가, 응급의학과 의사에 의한 부분 진료 가능",20260920000000,20260927235900,서울특별시 동대문구 망우로 82 (휘경동),A1100021,79,자동,차단,소아청소년과
2026-09-24 04:30:00,서울특별시,A1100028,성심의료재단강동성심병원,응급,Y000,응급실,[순환기내과] 매주 수요일(평일) 6pm-익일 8am 시술불가,20260923180000,20260924080000,서울특별시 강동구 성안로 150 (길동),A1100028,80,자동,차단,순환기내과
2026-09-24 04:30:00,서울특별시,A1100028,성심의료재단강동성심병원,중증,Y0010,심근경색의 재관류중재술,[순환기내과] 매주 수요일(평일) 6pm-익일 8am 시술불가,20260923180000,20260924080000,서울특별시 강동구 성안로 150 (길동),A1100028,81,자동,차단,내과
2026-09-24 04:30:00,서울특별시,A1100028,성심의료재단강동성심병원,응급,Y000,응급실,"[안과] 08:00~22:00 진료가능, 단, 추석연휴(9.24-9.26) 24시간 진료",20260921120000,20260928120000,서울특별시 강동구 성안로 150 (길동),A1100028,82,자동,차단,안과
2026-09-24 04:30:00,서울특별시,A1100028,성심의료재단강동성심병원,응급,Y000,응급실,*의료진 부족으로 119 내원시 모든 환자 사전 수용여부 확인 후 내원,20260921120000,20260928120000,서울특별시 강동구 성안로 150 (길동),A1100028,83,자동,차단,응급실
2026-09-24 04:30:00,서울특별시,A1100028,성심의료재단강동성심병원,응급,Y000,응급실,"[산부인과] 분만 관련 산모진료는 불가, 산과/부인과 수술은 평일 주간(08:00-17:00)만 진료가능",20260921120000,20260928120000,서울특별시 강동구 성안로 150 (길동),A1100028,84,자동,차단,산부인과
2026-09-24 04:30:00,서울특별시,A1100028,성심의료재단강동성심병원,응급,Y000,응급실,[소아청소년과] 진료불가,20260921120000,20260928120000,서울특별시 강동구 성안로 150 (길동),A1100028,85,자동,차단,소아청소년과
2026-09-24 04:30:00,서울특별시,A1100028,성심의료재단강동성심병원,응급,Y000,응급실,[정신건강의학과] 평일 주간(08:00-17:00)에만 진료가능,20260921120000,20260928120000,서울특별시 강동구 성안로 150 (길동),A1100028,86,자동,차단,정신건강의학과
